0 0.000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
0 2.423881E+02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
1000 7.006266E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
1250 7.006752E+03 0.0000000000E+00 7.0645802710E-03 3.5322901355E-03
1500 7.006934E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
1750 7.007064E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2000 7.007164E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2250 7.007265E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2500 7.007360E+03 0.0000000000E+00 2.0741305859E-03 1.0370652930E-03
2750 7.007431E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
3000 7.007501E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
3250 7.007570E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
3500 7.007632E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
3750 7.007690E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
4000 7.007743E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
4250 7.007793E+03 1.8533422770E-02 0.0000000000E+00 9.2667113852E-03
4500 7.007837E+03 0.0000000000E+00 1.6284070986E-02 8.1420354931E-03
4750 7.007881E+03 1.3589814990E-02 1.3589814990E-02 1.3589814990E-02
5000 7.007923E+03 7.3524168934E-03 7.3524168934E-03 7.3524168934E-03
5250 7.007966E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5500 7.008008E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5750 7.008050E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6000 7.008094E+03 0.0000000000E+00 1.5655891404E-02 7.8279457021E-03
6250 7.008137E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6500 7.008175E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6750 7.008210E+03 7.0645802710E-03 4.9904496851E-03 6.0275149780E-03
7000 7.008246E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7250 7.008281E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7500 7.008317E+03 3.6310775785E-03 3.6310775785E-03 3.6310775785E-03
7750 7.008351E+03 3.6310775785E-03 3.6310775785E-03 3.6310775785E-03
8000 7.008381E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
8250 7.008412E+03 2.0741305859E-03 0.0000000000E+00 1.0370652930E-03
8500 7.008443E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
8750 7.008474E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
9000 7.008505E+03 7.3524168934E-03 7.3524168934E-03 7.3524168934E-03
9250 7.008536E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
9500 7.008567E+03 1.8008257863E-02 1.8008257863E-02 1.8008257863E-02
9750 7.008597E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
10000 7.008627E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
10500 7.008688E+03 1.5668359890E-02 1.5653243989E-02 1.5660801940E-02
11000 7.008750E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
11500 7.008811E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
12000 7.008872E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
12500 7.008932E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
13000 7.008992E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
13500 7.009052E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
14000 7.009113E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
14500 7.009174E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
15000 7.009234E+03 2.0741305859E-03 0.0000000000E+00 1.0370652930E-03
15500 7.009294E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
16000 7.009354E+03 0.0000000000E+00 2.0741305859E-03 1.0370652930E-03
16500 7.009413E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
17000 7.009471E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
17500 7.009528E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
18000 7.009587E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
18500 7.009645E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
19000 7.009704E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
19500 7.009762E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
20000 7.009821E+03 0.0000000000E+00 2.0741305859E-03 1.0370652930E-03
20500 7.009879E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
21000 7.009938E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
21500 7.009996E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
22000 7.010054E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
22500 7.010112E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
23000 7.010170E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
23500 7.010228E+03 0.0000000000E+00 3.6310775785E-03 1.8155387892E-03
